Platform,Status,watched_date_time,Video Link,Video Name,Channel Name,Channel Link,Rating,Duration,Length,Thumbnail,Likes,Views
YouTube,Watched,2024-08-07T05:17:59.127Z,https://www.youtube.com/watch?v=ng2o98k983k,Python Tutorial: Web Scraping with BeautifulSoup and Requests,Corey Schafer,https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g,,PT45M48S,,https://i.ytimg.com/vi/ng2o98k983k/default.jpg,23993,1121319
YouTube,Watched,2024-08-07T05:16:59.272Z,https://www.youtube.com/watch?v=dto8jGMxHxY,How to download your Youtube watch history,Kjell-Olov Högdahl,https://www.youtube.com/channel/UCpuIcds3-wG3eKqygdDvELQ,,PT3M20S,,https://i.ytimg.com/vi/dto8jGMxHxY/default.jpg,43,3232
YouTube,Watched,2024-08-06T17:26:53.664Z,https://www.youtube.com/watch?v=j57VWwe74VI,"#MotorolaEdge50: World’s Slimmest IP68 MIL-810H Military Grade @₹25,999* , Sale 8-Aug on @flipkart",Motorola India,https://www.youtube.com/channel/UCo2M-E3Xd9oIQoznNfCDGcA,,PT21S,,https://i.ytimg.com/vi/j57VWwe74VI/default.jpg,1,553708
YouTube,Watched,2024-08-06T17:21:19.313Z,https://www.youtube.com/watch?v=1f9ReAtnYGU,Full Refund word replace,codebasics_hub,https://www.youtube.com/channel/UCc5Mfxuhmvr44QcSbo3_SUA,,PT22S,,https://i.ytimg.com/vi/1f9ReAtnYGU/default.jpg,0,626
YouTube,Watched,2024-08-06T17:21:18.127Z,https://www.youtube.com/watch?v=3WoqmI2u02Q,Get Started on Google Cloud for Free,Google Cloud,https://www.youtube.com/channel/UCTMRxtyHoE3LPcrl-kT4AQQ,,PT31S,,https://i.ytimg.com/vi/3WoqmI2u02Q/default.jpg,5675,467180
YouTube,Watched,2024-08-06T16:51:02.496Z,https://www.youtube.com/watch?v=ng2o98k983k,Python Tutorial: Web Scraping with BeautifulSoup and Requests,Corey Schafer,https://www.youtube.com/channel/UCCezIgC97PvUuR4_gbFUs5g,,PT45M48S,,https://i.ytimg.com/vi/ng2o98k983k/default.jpg,23993,1121319
YouTube,Watched,2024-08-06T16:48:24.002Z,https://www.youtube.com/watch?v=bargNl2WeN4,BeautifulSoup + Requests | Web Scraping in Python,Alex The Analyst,https://www.youtube.com/channel/UC7cs8q-gJRlGwj4A8OmCmXg,,PT6M58S,,https://i.ytimg.com/vi/bargNl2WeN4/default.jpg,2306,120120
YouTube,Watched,2024-08-06T16:48:17.901Z,https://www.youtube.com/watch?v=zqvpEUNTajQ,Evergreen_16x9_AWS_30s_la.EN,Udemy,https://www.youtube.com/channel/UCzw4hbQIePVtyJQzE_F8QDg,,PT31S,,https://i.ytimg.com/vi/zqvpEUNTajQ/default.jpg,,8691464
YouTube,Watched,2024-08-06T16:44:43.063Z,https://www.youtube.com/watch?v=5LLB1Lhdot0,ரயில்வே Track | சிக்கிய மாட்டின் கால் | காப்பாற்றிய வீரர்,THENI Sadham,https://www.youtube.com/channel/UCYD2SfXZFyg-EpFBkKKhbRw,,PT51S,,https://i.ytimg.com/vi/5LLB1Lhdot0/default.jpg,271755,4440356
YouTube,Watched,2024-08-06T16:44:03.360Z,https://www.youtube.com/watch?v=pvxZA3WQwm4,வினோதமான No Ball போட்ட Shane Warne!😱 #shorts #cricket,Zig Zager,https://www.youtube.com/channel/UCSzdzWhHp6DmQUpVV5L1hfw,,PT39S,,https://i.ytimg.com/vi/pvxZA3WQwm4/default.jpg,,645234
YouTube,Watched,2024-08-06T16:43:19.295Z,https://www.youtube.com/watch?v=9DTPcy_bRWQ,"What Evidence Shows That Children Are the Future?""",InspireWithRise,https://www.youtube.com/channel/UCajold_ocr1Ma89fOhlU0Zw,,PT44S,,https://i.ytimg.com/vi/9DTPcy_bRWQ/default.jpg,769538,17973638
YouTube,Watched,2024-08-06T16:43:18.369Z,https://www.youtube.com/watch?v=XlHlu-nKjdM,ChatGPT & AI Hacks in MS Office Workshop - Sign Up Now!,Jatan Shah,https://www.youtube.com/channel/UCP0ap2XWcmYornLeoi2CBzA,,PT58S,,https://i.ytimg.com/vi/XlHlu-nKjdM/default.jpg,12197,344227
YouTube,Watched,2024-08-06T16:43:16.963Z,https://www.youtube.com/watch?v=2sjVMcbH6fk,Give 1 Like to our Indian Athletes #athletics #1500meter #sports #olympics #nellaisports #viral,Nellai Sports,https://www.youtube.com/channel/UC91ijAXZ_4yteyNUcwGEzDA,,PT1M,,https://i.ytimg.com/vi/2sjVMcbH6fk/default.jpg,50371,535412
YouTube,Watched,2024-08-06T16:42:38.370Z,https://www.youtube.com/watch?v=QeuMiIvx8QE,Defence is ART 🔥x DHONI #shorts#apexpulseagency,Dhonilty,https://www.youtube.com/channel/UCIQ84KzBOfYGJKhkh5UfEUQ,,PT24S,,https://i.ytimg.com/vi/QeuMiIvx8QE/default.jpg,1223,23578
YouTube,Watched,2024-08-06T16:42:15.663Z,https://www.youtube.com/watch?v=O6nnVHPjcJU,Web Scraping Using Python | GeeksforGeeks,GeeksforGeeks,https://www.youtube.com/channel/UC0RhatS1pyxInC00YKjjBqQ,,PT8M42S,,https://i.ytimg.com/vi/O6nnVHPjcJU/default.jpg,4463,268806
YouTube,Watched,2024-08-06T16:42:12.890Z,https://www.youtube.com/watch?v=4QkYy1wANXA,"End To End Cricket Data Analytics Project Using Web Scraping, Python, Pandas and Power BI",codebasics,https://www.youtube.com/channel/UCh9nVJoWXmFb7sLApWGcLPQ,,PT1H40M13S,,https://i.ytimg.com/vi/4QkYy1wANXA/default.jpg,13202,610701
YouTube,Watched,2024-08-06T16:41:20.658Z,https://www.youtube.com/watch?v=Ji2gS3t0VgI,Evergreen_16x9_DigitalMarketing_UGC_20s_la.EN,Udemy,https://www.youtube.com/channel/UCzw4hbQIePVtyJQzE_F8QDg,,PT25S,,https://i.ytimg.com/vi/Ji2gS3t0VgI/default.jpg,,3759273
YouTube,Watched,2024-08-06T16:28:04.240Z,https://www.youtube.com/watch?v=zSgx8U16stk,Youtube API Project - How to Scrape Youtube Videos Data,Brian Design,https://www.youtube.com/channel/UCsKsymTY_4BYR-wytLjex7A,,PT15M16S,,https://i.ytimg.com/vi/zSgx8U16stk/default.jpg,784,50999
YouTube,Watched,2024-08-06T15:46:27.300Z,https://www.youtube.com/watch?v=wObV_hwu2QM,10 PORTFOLIO PROJECTS TO ADD TO YOUR DATA PORTFOLIO,Mo Chen,https://www.youtube.com/channel/UCDybamfye5An6p-j1t2YMsg,,PT14M39S,,https://i.ytimg.com/vi/wObV_hwu2QM/default.jpg,15586,331841
YouTube,Watched,2024-08-06T15:38:15.144Z,https://www.youtube.com/watch?v=m6XS9Txvf-Q,Become a Data Analyst Using ChatGPT (Complete Tutorial),Natassha Selvaraj,https://www.youtube.com/channel/UCaDeziWjjPT2Q-Hz4BrmcbA,,PT16M33S,,https://i.ytimg.com/vi/m6XS9Txvf-Q/default.jpg,767,25837
YouTube,Watched,2024-08-06T15:23:04.414Z,https://www.youtube.com/watch?v=sPPFDBUJzA0,Data Analytics Projects to Get a Job in 2024,Natassha Selvaraj,https://www.youtube.com/channel/UCaDeziWjjPT2Q-Hz4BrmcbA,,PT24M18S,,https://i.ytimg.com/vi/sPPFDBUJzA0/default.jpg,2642,54115
YouTube,Watched,2024-08-06T15:19:43.366Z,https://www.youtube.com/watch?v=GWL88ce5cnE,Why EVERYONE Is Struggling to Become a Data Analyst,Learn with Lukas,https://www.youtube.com/channel/UCw_LFe2pS8x3NyipGNJgeEA,,PT8M3S,,https://i.ytimg.com/vi/GWL88ce5cnE/default.jpg,10463,295424
YouTube,Watched,2024-08-06T15:16:39.094Z,https://www.youtube.com/watch?v=TC6xYyO320E,Build Perfect Data Analyst Portfolio (FASTEST Way),Learn with Lukas,https://www.youtube.com/channel/UCw_LFe2pS8x3NyipGNJgeEA,,PT5M50S,,https://i.ytimg.com/vi/TC6xYyO320E/default.jpg,3839,98837
YouTube,Watched,2024-08-06T15:08:59.844Z,https://www.youtube.com/watch?v=3M3TX7TGdgs,"If you're struggling to learn to code, you must watch this",Python Programmer,https://www.youtube.com/channel/UC68KSmHePPePCjW4v57VPQg,,PT2M21S,,https://i.ytimg.com/vi/3M3TX7TGdgs/default.jpg,8467,192668
YouTube,Watched,2024-08-06T12:13:00.929Z,https://www.youtube.com/watch?v=ooJO7NW4uJU,2 Hour Masterclass on Power BI - Create a Sales Analytics Dashboard (free files 📁),Chandoo,https://www.youtube.com/channel/UC8uU_wruBMHeeRma49dtZKA,,PT1H54M47S,,https://i.ytimg.com/vi/ooJO7NW4uJU/default.jpg,1396,36048
YouTube,Watched,2024-08-06T11:47:16.100Z,https://www.youtube.com/watch?v=31C9MnMSG8g,நவபாஷாணம் : ஏன் பழனி சிறப்பானது! | Palani Murugan Temple mystery |@vinowrites​,Vino Writes,https://www.youtube.com/channel/UC6D9zR1wVD9DKH18J5E5U0g,,PT57S,,https://i.ytimg.com/vi/31C9MnMSG8g/default.jpg,7713,100162
YouTube,Watched,2024-08-06T11:45:15.989Z,https://www.youtube.com/watch?v=ZOOdmUCO3m8,3 Ways to use Calculation Groups You Need to Know,How to Power BI,https://www.youtube.com/channel/UCcfngi7_ASuo5jdWX0bNauQ,,PT20M,,https://i.ytimg.com/vi/ZOOdmUCO3m8/default.jpg,1670,62935
YouTube,Watched,2024-08-06T11:43:52.564Z,https://www.youtube.com/watch?v=XOJ2v2pXTQM,அய்யோ..!! Shankar Sir என்ன இதெல்லாம் 😂 #shorts #reels #viral #tamil #shankar #vijay #indian2 #movie,AllRounder Ayyappan,https://www.youtube.com/channel/UCZEslD4ATBHidUHrpJoQI9A,,PT1M,,https://i.ytimg.com/vi/XOJ2v2pXTQM/default.jpg,65436,1437974
YouTube,Watched,2024-08-06T11:28:59.545Z,https://www.youtube.com/watch?v=WnLtC3udzSQ,How to set up and use Calculation Groups in DAX | Power BI,Chandoo,https://www.youtube.com/channel/UC8uU_wruBMHeeRma49dtZKA,,PT12M36S,,https://i.ytimg.com/vi/WnLtC3udzSQ/default.jpg,670,19549
YouTube,Watched,2024-08-06T11:26:47.661Z,https://www.youtube.com/watch?v=vAnb3e1NCjM,CALCULATION GROUPS to REUSE & REDUCE MEASURES // Beginners Guide to Power BI in 2023,Fernan,https://www.youtube.com/channel/UCpbgBx--a_H9LL69A1Uz9yg,,PT13M12S,,https://i.ytimg.com/vi/vAnb3e1NCjM/default.jpg,322,15961
YouTube,Watched,2024-08-06T11:18:56.804Z,https://www.youtube.com/watch?v=vlnx7QUVYME,REDUCE the # of measures with Calculation Groups In Power BI,Guy in a Cube,https://www.youtube.com/channel/UCFp1vaKzpfvoGai0vE5VJ0w,,PT9M24S,,https://i.ytimg.com/vi/vlnx7QUVYME/default.jpg,5200,220041
YouTube,Watched,2024-08-06T06:31:33.246Z,https://www.youtube.com/watch?v=7Og-_A3gq1E,Day in the Life of a Data Analyst,Sandeep Rani,https://www.youtube.com/channel/UCmCEfzMwWZmASknU8aMWiJA,,PT5M54S,,https://i.ytimg.com/vi/7Og-_A3gq1E/default.jpg,1526,55686
YouTube,Watched,2024-08-06T05:50:35.324Z,https://www.youtube.com/watch?v=PzVIdAkvGF8,ROADMAP to becoming a Data Analyst in 2024,Sandeep Rani,https://www.youtube.com/channel/UCmCEfzMwWZmASknU8aMWiJA,,PT7M53S,,https://i.ytimg.com/vi/PzVIdAkvGF8/default.jpg,4792,91578
YouTube,Watched,2024-08-06T05:43:41.337Z,https://www.youtube.com/watch?v=OGxdAGznc3g,பாண்டியாவே 4 ஓவர்கள் போடுகிறார்: விஜய் சங்கர்,Kizhakku News,https://www.youtube.com/channel/UC2k_XbdkVA_wd93ViuA7reQ,,PT46S,,https://i.ytimg.com/vi/OGxdAGznc3g/default.jpg,8903,168218
YouTube,Watched,2024-08-06T05:42:35.752Z,https://www.youtube.com/watch?v=5YaaalCY0yk,இப்போ புரியுதா Ash அண்ணாவை ஏன் Big Match Player-னு சொல்றாங்கன்னு?,Star Sports Tamil,https://www.youtube.com/channel/UCDZ0EABqiGGIEsbZ4SXVj1g,,PT58S,,https://i.ytimg.com/vi/5YaaalCY0yk/default.jpg,7273,142556
YouTube,Watched,2024-08-05T17:23:22.403Z,https://www.youtube.com/watch?v=p_o4EO6z_Wc,Toss-ஆ Win பண்ணி Bowling போட வராங்க Ash அண்ணாவின் Dindigul Dragons🥳 | #TNPLOnStar,Star Sports Tamil,https://www.youtube.com/channel/UCDZ0EABqiGGIEsbZ4SXVj1g,,PT31S,,https://i.ytimg.com/vi/p_o4EO6z_Wc/default.jpg,43373,677929
YouTube,Watched,2024-08-05T17:23:18.867Z,https://www.youtube.com/watch?v=3WoqmI2u02Q,Get Started on Google Cloud for Free,Google Cloud,https://www.youtube.com/channel/UCTMRxtyHoE3LPcrl-kT4AQQ,,PT31S,,https://i.ytimg.com/vi/3WoqmI2u02Q/default.jpg,5675,467180
YouTube,Watched,2024-08-05T17:12:50.398Z,https://www.youtube.com/watch?v=_ucnpCbZ2lQ,"""Top10🍿Best Tamil Movies in First Half of 2024""🔥 l By Delite Cinemas 💫",Delite Cinemas,https://www.youtube.com/channel/UCAPY9agmayYQ5-tYikGlxhA,,PT15M35S,,https://i.ytimg.com/vi/_ucnpCbZ2lQ/default.jpg,2520,92974
YouTube,Watched,2024-08-05T17:12:44.650Z,https://www.youtube.com/watch?v=dpxskLcAOrY,Square_Video_Job Search_MarketingTest_EN,LinkedIn India,https://www.youtube.com/channel/UCTeR3CqsQ-8sdrdD3ZElKtA,,PT6S,,https://i.ytimg.com/vi/dpxskLcAOrY/default.jpg,16,11451
YouTube,Watched,2024-08-05T17:12:38.074Z,https://www.youtube.com/watch?v=24U2DjVMuRE,Life Hill Gayi | Divyendu Motion Poster | DisneyPlus Hotstar,DisneyPlus Hotstar,https://www.youtube.com/channel/UC0PTktRYpZXb6On0_zFKWIg,,PT6S,,https://i.ytimg.com/vi/24U2DjVMuRE/default.jpg,0,11
YouTube,Watched,2024-08-05T17:11:42.229Z,https://www.youtube.com/watch?v=quqhHJJ-xfA,Shortened: 1 3 0 PPC updated price,Video ad upload channel for 172-091-1660,https://www.youtube.com/channel/UCARPlnx2syOkLsf6rt4j5SQ,,PT36S,,https://i.ytimg.com/vi/quqhHJJ-xfA/default.jpg,0,2
YouTube,Watched,2024-08-05T16:23:29.929Z,https://www.youtube.com/watch?v=shlkS2PjC7w,Get Started on Google Cloud for Free,Google Cloud,https://www.youtube.com/channel/UCTMRxtyHoE3LPcrl-kT4AQQ,,PT31S,,https://i.ytimg.com/vi/shlkS2PjC7w/default.jpg,32687,811131
YouTube,Watched,2024-08-05T16:23:24.599Z,https://www.youtube.com/watch?v=fYiaPlslnqs,Power BI Domination Workshop - Sign Up Now!,Jatan Shah,https://www.youtube.com/channel/UCP0ap2XWcmYornLeoi2CBzA,,PT1M52S,,https://i.ytimg.com/vi/fYiaPlslnqs/default.jpg,18,170951
YouTube,Watched,2024-08-05T16:23:17.659Z,https://www.youtube.com/watch?v=51fWPjJyWXs,Square: 1 3 0 PPC updated price,Video ad upload channel for 172-091-1660,https://www.youtube.com/channel/UCARPlnx2syOkLsf6rt4j5SQ,,PT54S,,https://i.ytimg.com/vi/51fWPjJyWXs/default.jpg,1,1
YouTube,Watched,2024-08-05T15:14:33.077Z,https://www.youtube.com/watch?v=8U1L2ShAiiA,Friendship Day Paavangal | Parithabangal,Parithabangal,https://www.youtube.com/channel/UCueYcgdqos0_PzNOq81zAFg,,PT16M10S,,https://i.ytimg.com/vi/8U1L2ShAiiA/default.jpg,83521,1380159
YouTube,Watched,2024-08-05T15:11:49.624Z,https://www.youtube.com/watch?v=ldogojLTdTI,🚀 TCS to Google | Senior Data Analyst | Non-Tech Background | Tamil Medium | Non-CS |,Infinite Data,https://www.youtube.com/channel/UC5ZV0c4Lmv1MfuXETQ7lMQg,,PT28M30S,,https://i.ytimg.com/vi/ldogojLTdTI/default.jpg,148,3221
YouTube,Watched,2024-08-05T14:22:51.064Z,https://www.youtube.com/watch?v=Je18S7HFXm8,ZERO SKILLS🤯HUGE INTERNSHIP Launched by INFOSYS - Hurryup🔴WITH CERTIFICATE❤️,Curious Freaks,https://www.youtube.com/channel/UCvhU9qF1xtUsFXdKrcJxbFA,,PT18M30S,,https://i.ytimg.com/vi/Je18S7HFXm8/default.jpg,1400,40494
YouTube,Watched,2024-08-05T14:12:33.129Z,https://www.youtube.com/watch?v=cV7iFEYj34A,Stay Strong Kerala! ☹️ ❤️‍🩹,Madan Gowri,https://www.youtube.com/channel/UCY6KjrDBN_tIRFT_QNqQbRQ,,PT37S,,https://i.ytimg.com/vi/cV7iFEYj34A/default.jpg,14040,152619
YouTube,Watched,2024-08-05T13:44:42.118Z,https://www.youtube.com/watch?v=e6M7UAORBQw,1 3 0 PPC updated price,codebasics_hub,https://www.youtube.com/channel/UCc5Mfxuhmvr44QcSbo3_SUA,,PT54S,,https://i.ytimg.com/vi/e6M7UAORBQw/default.jpg,5,16236
YouTube,Watched,2024-08-05T13:13:04.212Z,https://www.youtube.com/watch?v=ooJO7NW4uJU,2 Hour Masterclass on Power BI - Create a Sales Analytics Dashboard (free files 📁),Chandoo,https://www.youtube.com/channel/UC8uU_wruBMHeeRma49dtZKA,,PT1H54M47S,,https://i.ytimg.com/vi/ooJO7NW4uJU/default.jpg,1396,36048
YouTube,Watched,2024-08-05T13:12:18.154Z,https://www.youtube.com/watch?v=RFO0c7_wYJg,Get Started on Google Cloud for Free,Google Cloud,https://www.youtube.com/channel/UCTMRxtyHoE3LPcrl-kT4AQQ,,PT17S,,https://i.ytimg.com/vi/RFO0c7_wYJg/default.jpg,510,851826
YouTube,Watched,2024-08-05T13:12:06.856Z,https://www.youtube.com/watch?v=ab7nPmc7lZo,"Polladhavan படத்துக்கு நான் வேற Title வச்சுருக்கேன், ஆனா Producer ஒத்துக்கல| Vetrimaaran Opens Up",Rednool,https://www.youtube.com/channel/UCQ3ZwLf92CtRYqJw0QcMa4Q,,PT58S,,https://i.ytimg.com/vi/ab7nPmc7lZo/default.jpg,163660,2060405
YouTube,Watched,2024-08-05T13:12:01.683Z,https://www.youtube.com/watch?v=p939_hwBJbc,Narendhiran channel is live,Narendhiran channel,https://www.youtube.com/channel/UCMBofqAKsUfSQ6H0oTT5jrA,,PT1H2M40S,,https://i.ytimg.com/vi/p939_hwBJbc/default.jpg,454,246158
YouTube,Watched,2024-08-05T13:11:52.470Z,https://www.youtube.com/watch?v=lEj57hTZeCE,😳Haaland is Purely Unstoppable #manchestercity #tamilfootballtalks #erlinghaaland,Troy's Squad,https://www.youtube.com/channel/UC4RjpQUSM9i4e5hOG7RHwaA,,PT52S,,https://i.ytimg.com/vi/lEj57hTZeCE/default.jpg,11481,97183
YouTube,Watched,2024-08-05T13:10:59.858Z,https://www.youtube.com/watch?v=TeiebWwAfww,திறமையால் உலகை திருப்பி பார்க்க வைத்த Sri Lankan Woman's team 🤯 _ #shorts,Advocata Kural,https://www.youtube.com/channel/UCBPPmDNEI7_hzw9Ae_w9Qwg,,PT53S,,https://i.ytimg.com/vi/TeiebWwAfww/default.jpg,7749,98830
YouTube,Watched,2024-08-05T13:09:32.823Z,https://www.youtube.com/watch?v=WS6AYOCGM5Q,Best Tweener of All Time? 🤩,Alcaraz AEP,https://www.youtube.com/channel/UC26T_YGKJaqfDE_nPxckF0w,,PT41S,,https://i.ytimg.com/vi/WS6AYOCGM5Q/default.jpg,304293,6596475
YouTube,Watched,2024-08-05T13:09:30.808Z,https://www.youtube.com/watch?v=Ftz_nJ8dI7s,Coding Ninjas 9 Month Job Bootcamp,Coding Ninjas,https://www.youtube.com/channel/UCcU8y6931JjbsTUhde2gqCg,,PT42S,,https://i.ytimg.com/vi/Ftz_nJ8dI7s/default.jpg,12622,103665
YouTube,Watched,2024-08-05T13:09:09.140Z,https://www.youtube.com/watch?v=7eEsYR6QS6o,What if Britain Never Conquered India? #shorts #viralshorts #education,Simply Kavi,https://www.youtube.com/channel/UC4sI20x5R3E72ERv3osQa5Q,,PT21S,,https://i.ytimg.com/vi/7eEsYR6QS6o/default.jpg,25386,385588
YouTube,Watched,2024-08-05T13:08:17.225Z,https://www.youtube.com/watch?v=iEVCnpAJQvY,Well Explained | Vaa Thamizha Vaa | EP-1 | S4 | Aari | Kalaignar TV,Kalaignar TV,https://www.youtube.com/channel/UC0SIHdEcfg4BsM8X5tixwHQ,,PT58S,,https://i.ytimg.com/vi/iEVCnpAJQvY/default.jpg,505484,10009705
YouTube,Watched,2024-08-05T13:08:04.955Z,https://www.youtube.com/watch?v=L20adJWe5Xw,Batsman's Survival Cut Short by Catch Next Ball,Mars Cricket Action,https://www.youtube.com/channel/UCYsEERFtahB8XN6HbtjTCNA,,PT30S,,https://i.ytimg.com/vi/L20adJWe5Xw/default.jpg,188,10518
YouTube,Watched,2024-08-05T13:08:03.840Z,https://www.youtube.com/watch?v=OO38UfGTL-s,"Go on, see what happens...",YouTube International Spotlight,https://www.youtube.com/channel/UCaxpAIn0XYokA8vLRjw8GHg,,PT15S,,https://i.ytimg.com/vi/OO38UfGTL-s/default.jpg,221947,8689411
YouTube,Watched,2024-08-05T13:08:02.770Z,https://www.youtube.com/watch?v=-fTebeF3pzo,ChatGPT & AI Tools Workshop (Certified) - Sign Up Now!,Jatan Shah,https://www.youtube.com/channel/UCP0ap2XWcmYornLeoi2CBzA,,PT56S,,https://i.ytimg.com/vi/-fTebeF3pzo/default.jpg,61469,838083
YouTube,Watched,2024-08-05T13:07:44.909Z,https://www.youtube.com/watch?v=1H8plCtwTm0,Success comes from what you think | #bsnl #jio #trending #motivation #attitudestatus #viral #facts,iam_abhinivesh,https://www.youtube.com/channel/UCFeQUWWj0NjXo5Vb7s9Vg5A,,PT1M1S,,https://i.ytimg.com/vi/1H8plCtwTm0/default.jpg,64910,671576
YouTube,Watched,2024-08-05T13:06:54.990Z,https://www.youtube.com/watch?v=m9x3J__2E38,😔 நா ஒண்ணுமே பண்ணல 🥺 | 👮 police caught me 😡 | #police #splendorrider #motovlog #bikelife #siva235,SIVA 235,https://www.youtube.com/channel/UCp1gWjepBesrCns7zoibxCg,,PT17M50S,,https://i.ytimg.com/vi/m9x3J__2E38/default.jpg,225,4053
YouTube,Watched,2024-08-05T13:06:35.325Z,https://www.youtube.com/watch?v=3Y0Dybef8C4,Off Panra 😔 #shorts #trending #police #splendorrider #bikelife #tamil #policecaught #siva235,SIVA 235,https://www.youtube.com/channel/UCp1gWjepBesrCns7zoibxCg,,PT14S,,https://i.ytimg.com/vi/3Y0Dybef8C4/default.jpg,47120,693656
YouTube,Watched,2024-08-05T13:04:41.401Z,https://www.youtube.com/watch?v=PXxZSteGUS4,முயல் உத்தி Rabbit Tactic in Sports by Chinese Olympic Youth champion  #tamil #shortsfeed #autobotz,TAMIL EEK,https://www.youtube.com/channel/UCBcMrGJimVw_QEqVtFUxg9Q,,PT1M,,https://i.ytimg.com/vi/PXxZSteGUS4/default.jpg,14369,162963
YouTube,Watched,2024-08-05T13:04:36.040Z,https://www.youtube.com/watch?v=QOVlnWLuTLg,"லட்டு -ல வைக்கல, நட்டுல‼️😂 #expensive #vodka #facts #funny",The Magnet Facts,https://www.youtube.com/channel/UCX0r-LTAr6zcbXqPUrM88bA,,PT57S,,https://i.ytimg.com/vi/QOVlnWLuTLg/default.jpg,169689,1732436
YouTube,Watched,2024-08-05T13:04:35.126Z,https://www.youtube.com/watch?v=5nqFKAvWGkM,Full Refund reel size,codebasics_hub,https://www.youtube.com/channel/UCc5Mfxuhmvr44QcSbo3_SUA,,PT22S,,https://i.ytimg.com/vi/5nqFKAvWGkM/default.jpg,96,2463
YouTube,Watched,2024-08-05T13:03:43.178Z,https://www.youtube.com/watch?v=lIx_hoYeWt0,04-Aug-24,Tamil Nadu Premier League,https://www.youtube.com/channel/UCMyiKJ5PO2TIJhQkZqgpffw,,PT56S,,https://i.ytimg.com/vi/lIx_hoYeWt0/default.jpg,3873,71738
YouTube,Watched,2024-08-05T13:03:07.294Z,https://www.youtube.com/watch?v=XfgROHqphmE,இது செம்ம Happy-ஆன ஒரு Twist-உ 😆🤩,Star Sports Tamil,https://www.youtube.com/channel/UCDZ0EABqiGGIEsbZ4SXVj1g,,PT35S,,https://i.ytimg.com/vi/XfgROHqphmE/default.jpg,27077,357208
YouTube,Watched,2024-08-04T14:28:52.788Z,https://www.youtube.com/watch?v=rQ3dJNUPXU8,Biriyani-la Elakai Vaila Mattama Epdi Sapdrathu 😅 Chef Damu Pa 😍 | Mr Makapa #shorts,Mr Makapa,https://www.youtube.com/channel/UClf6GDyEMB-Y55seSVdEw9A,,PT14S,,https://i.ytimg.com/vi/rQ3dJNUPXU8/default.jpg,152447,2035054
YouTube,Watched,2024-08-04T14:28:50.730Z,https://www.youtube.com/watch?v=ytgdJv4O5gw,03-Aug-24,Muthu Kannan,https://www.youtube.com/channel/UCSAfhT1nDhrnho0-ok-Z0Bg,,PT18S,,https://i.ytimg.com/vi/ytgdJv4O5gw/default.jpg,12,409
YouTube,Watched,2024-08-04T14:28:42.619Z,https://www.youtube.com/watch?v=5b3MhegOiMc,Like Heros Like Directors 😍 Superstar - Nelson ❤️ UlagaNagayagan - Lokesh #shorts #trending #viral,Tamil Cini Platform,https://www.youtube.com/channel/UCjIsoM7_VK9GbJO0mFcgx1A,,PT10S,,https://i.ytimg.com/vi/5b3MhegOiMc/default.jpg,105979,1918740
YouTube,Watched,2024-08-04T14:28:20.661Z,https://www.youtube.com/watch?v=NtREybDMVMc,Proof we're getting old pt.3 💔,Tristn,https://www.youtube.com/channel/UCFEoFNWQT_Z2j1763ES6qyA,,PT17S,,https://i.ytimg.com/vi/NtREybDMVMc/default.jpg,2475341,48819412
YouTube,Watched,2024-08-04T14:28:03.594Z,https://www.youtube.com/watch?v=pc3zhaG3T0M,வேற லெவல் சூப்பர் ஐடியா புதிய கண்டுபிடிப்பு 👌👌👌,Salai Sathish777,https://www.youtube.com/channel/UCaEUPNkdnbQROROKm09SGoQ,,PT17S,,https://i.ytimg.com/vi/pc3zhaG3T0M/default.jpg,,8927829
YouTube,Watched,2024-08-04T14:27:55.532Z,https://www.youtube.com/watch?v=w8LL_EOjNjI,Gully cricket tennis ball match #shorts,Bezel Sports,https://www.youtube.com/channel/UCobtxmXTcrrzKf669SwETiw,,PT16S,,https://i.ytimg.com/vi/w8LL_EOjNjI/default.jpg,10,540
YouTube,Watched,2024-08-04T14:27:40.355Z,https://www.youtube.com/watch?v=SpPONWbuOAA,Carlos Alcaraz Impresses Wimbledon Crowd with Racket Catch 🥶,Wimbledon,https://www.youtube.com/channel/UCNa8NxMgSm7m4Ii9d4QGk1Q,,PT10S,,https://i.ytimg.com/vi/SpPONWbuOAA/default.jpg,558360,18388371
YouTube,Watched,2024-08-04T14:27:18.965Z,https://www.youtube.com/watch?v=OVbyKwh37AE,NONLOOKING KING RASHID VENGARA ❤❤❤,Last over by arun,https://www.youtube.com/channel/UCfScXJK9Lnt7eXEulIV68iA,,PT12S,,https://i.ytimg.com/vi/OVbyKwh37AE/default.jpg,231781,4966663
YouTube,Watched,2024-08-04T14:26:49.513Z,https://www.youtube.com/watch?v=U5XS60Orh48,nee kadavul nanbaa 🙏🙏🙏,Josephine chitra,https://www.youtube.com/channel/UCUlUEScPWvREwMRL9_pr51w,,PT14S,,https://i.ytimg.com/vi/U5XS60Orh48/default.jpg,427040,8436708
YouTube,Watched,2024-08-04T14:26:27.891Z,https://www.youtube.com/watch?v=oyuqqNOd7sU,Camera Man 🎥,czvjnik,https://www.youtube.com/channel/UCvliEppWibW6wjerKuBXViA,,PT13S,,https://i.ytimg.com/vi/oyuqqNOd7sU/default.jpg,4629639,108860266
